Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
RiverSource Global Balanced C,Columbia,,FOUSA00LOD,20000627,World Allocation,Allocation,C,No,19961113,,No,20060310,Merged,RiverSource Balanced C,,"1,614,774.0000000000","134,604,139.0000000000",,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
RiverSource Global Balanced Y,Columbia,,FOUSA00FZM,19961113,World Allocation,Allocation,Inst,Yes,19961113,,No,20060310,Merged,RiverSource Balanced R4,,"37,444,455.0000000000","134,604,139.0000000000",,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Instl Balanced 1,MassMutual,,FOUSA00MIU,19940930,Allocation--50% to 70% Equity,Allocation,A,No,19940930,MBLDX,No,19971231,Liquidated,,,"154,924.0000000000","134,043,750.4300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Instl Balanced 2,MassMutual,,FOUSA00NOJ,19940930,Allocation--50% to 70% Equity,Allocation,B,No,19940930,MBLDX,No,19971231,Liquidated,,,"157,558.0000000000","134,043,750.4300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Instl Balanced 3,MassMutual,,FOUSA00NOZ,19940930,Allocation--50% to 70% Equity,Allocation,C,No,19940930,MBLDX,No,19971231,Liquidated,,,"158,991.0000000000","134,043,750.4300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Pacific Capital Balanced A,Pacific Capital,,FOUSA004DS,19990618,Allocation--50% to 70% Equity,Allocation,A,No,19990618,,No,20030129,Liquidated,,,"213,672.0000000000","133,971,389.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Pacific Capital Balanced B,Pacific Capital,,FOUSA005OG,19990618,Allocation--50% to 70% Equity,Allocation,B,No,19990618,,No,20030129,Liquidated,,,"1,482,305.0000000000","133,971,389.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Pacific Capital Balanced Y,Pacific Capital,,FOUSA004NI,19990618,Allocation--50% to 70% Equity,Allocation,Inst,Yes,19990618,,No,20030129,Liquidated,,,"132,275,412.0000000000","133,971,389.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Trademark Equity,,,FOUSA00NRU,19930219,Large Blend,U.S. Equity,,No,,,No,19950120,Merged,JPMorgan Large Cap Growth A,,"133,400,000.0000000000","133,400,000.0000000000",,,,,S&P 500 TR USD,,,,,
Virtus U.S. Government Secs Invmt,,,FOUSA00NEJ,19901016,Short Government,Taxable Bond,Inv,Yes,19901016,,No,19980302,Merged,Evergreen Interm-Term Govt Secs A,,"90,075,732.0000000000","133,357,419.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Virtus U.S. Government Secs Tr,,,FOUSA00NEI,19901016,Short Government,Taxable Bond,Other,No,19901016,,No,19980302,Merged,Evergreen Interm-Term Govt Secs Y,,"43,281,687.0000000000","133,357,419.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Putnam MN Tax Exempt Income,Putnam,,FOUSA00NC0,19861023,Muni Minnesota,Municipal Bond,,No,19891023,PXMNX,No,19920309,Merged,Putnam MN Tax Exempt Income A,,"32,769,595.0000000000","133,298,751.6500000000",,,,,BBgBarc Municipal TR USD,,,,,
AXP Nasdaq 100 Index D,Columbia,,FOUSA0055V,19991025,Large Blend,U.S. Equity,D,No,19991025,,Yes,20021209,Merged,RiverSource S & P 500 Index A,,"9,787,045.0000000000","133,006,416.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Nasdaq 100 Index E,Columbia,,FOUSA005ZV,19991025,Large Blend,U.S. Equity,Other,No,19991025,,Yes,20021209,Merged,RiverSource S & P 500 Index Z,,"10,826,933.0000000000","133,006,416.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Total Stock Market Index D,Columbia,,FOUSA02U6T,19991025,Large Blend,U.S. Equity,D,Yes,19991025,,Yes,20021209,Merged,RiverSource S & P 500 Index A,,"10,633,981.0000000000","133,006,416.0000000000",,,,,S&P 500 TR USD,,,,,
Allegiant Limited Maturity Bond R,PNC Funds,,FOUSA04B0G,20030731,Short-Term Bond,Taxable Bond,Retirement,No,19940707,PMYIX,No,20060518,Merged,PNC Limited Maturity Bond A,,689.0000000000,"132,854,116.8600000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Armada Limited Maturity Bond H,PNC Funds,,FOUSA00OMU,20020205,Short-Term Bond,Taxable Bond,Other,No,19940707,PMYIX,No,20040303,Merged,PNC Limited Maturity Bond C,,"843,187.0000000000","132,854,116.8600000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Principal Inv Ptr Large Cap Gr AdvPfd,Principal Funds,,FOUSA02W0M,20021230,Large Growth,U.S. Equity,Adv,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II R3,,"1,520,280.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr AdvSel,Principal Funds,,FOUSA02W0N,20021230,Large Growth,U.S. Equity,Adv,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II R2,,"1,890,176.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr AdvSig,Principal Funds,,FOUSA05AYE,20041101,Large Growth,U.S. Equity,Adv,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II R1,,"336,805.0000000000","132,796,185.0000000000",,,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr Instl,Principal Funds,,FOUSA02W0Q,20021230,Large Growth,U.S. Equity,Inst,Yes,20021230,,No,20070116,Merged,Principal Large Cap Growth II Inst,,"118,486,965.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr J,Principal Funds,,FOUSA02W0P,20021230,Large Growth,U.S. Equity,Retirement,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II J,,"10,525,610.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr Pfd,Principal Funds,,FOUSA02W0O,20021230,Large Growth,U.S. Equity,Other,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II R5,,"19,091.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Principal Inv Ptr Large Cap Gr Sel,Principal Funds,,FOUSA02W0R,20021230,Large Growth,U.S. Equity,Other,No,20021230,,No,20070116,Merged,Principal Large Cap Growth II R4,,"17,258.0000000000","132,796,185.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
John Hancock Disciplined Growth A,Brown Funds,,FOUSA00MLF,19920103,Large Blend,U.S. Equity,A,No,19870422,,No,19971205,Merged,John Hancock Large Cap Growth A,,"35,971,000.0000000000","132,770,000.0000000000",,,,,S&P 500 TR USD,,,,,
John Hancock Disciplined Growth B,Brown Funds,,FOUSA00MHX,19870422,Large Blend,U.S. Equity,B,Yes,19870422,,No,19971205,Merged,John Hancock Large Cap Growth B,,"96,799,000.0000000000","132,770,000.0000000000",,,,,S&P 500 TR USD,,,,,
Vision Intermediate Term Bond,Vision Funds,,FOUSA00J20,19961129,Intermediate Core Bond,Taxable Bond,,Yes,19961129,,No,20030818,Merged,Wilmington Intermediate-Term Bond A,,"132,493,649.0000000000","132,493,649.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.6480000000",0.9670000000,,
Evergreen Select Equity Income Instl,Columbia,,FOUSA00OFU,19971124,Large Value,U.S. Equity,Inst,Yes,19971124,,No,19990731,Merged,Evergreen Core Equity Instl,,"131,274,544.0000000000","132,358,403.0000000000",,,,,S&P 500 TR USD,,,,,
Evergreen Select Equity Income InSvc,Columbia,,FOUSA00OIW,19980312,Large Value,U.S. Equity,Inst,No,19971124,,No,19990731,Merged,Evergreen Core Equity Instl Svc,,"1,083,859.0000000000","132,358,403.0000000000",,,,,S&P 500 TR USD,,,,,
Harris Insight Bond B,Virtus,,FOUSA02TWG,20010817,Intermediate Core Bond,Taxable Bond,B,No,19960416,,No,20041203,Merged,Phoenix Insight Bond A,,"404,621.0000000000","132,274,002.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.9280000000",0.9530000000,,
PhoenixInsight Bond N,Virtus,HTBAX,FOUSA00IQY,19960422,Intermediate Core Bond,Taxable Bond,N,No,19960416,,No,20060626,Merged,Phoenix Insight Bond A,,"2,550,239.0000000000","132,274,002.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4250000000",0.9960000000,,
Pioneer International Value R,Pioneer Investments,,FOUSA05GOF,19930325,Foreign Large Blend,International Equity,Retirement,No,19930325,PIIFX,No,20070201,Liquidated,,,"451,375.0000000000","132,021,047.6100000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Montgomery Growth P,Wells Fargo,,FOUSA00K9L,19960112,Large Blend,U.S. Equity,Other,No,19930930,,No,20030609,Merged,Wells Fargo Advantage Large Co Gr A,,"40,197.0000000000","131,849,003.0000000000",,,,,S&P 500 TR USD,,,,,
Montgomery Growth R,Wells Fargo,,FOUSA00CWQ,19930930,Large Blend,U.S. Equity,Retirement,Yes,19930930,,No,20030609,Merged,Wells Fargo Advantage Large Co Gr A,,"131,808,806.0000000000","131,849,003.0000000000",,,,,S&P 500 TR USD,,,,,
SunAmerica High-Income,AIG,,FOUSA00M9U,19860303,High Yield Bond,Taxable Bond,,Yes,19860303,,No,19931004,Merged,SunAmerica High-Income,,"131,304,770.0000000000","131,304,770.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Morgan Stanley Income Builder A,Morgan Stanley,INBAX,FOUSA00FXQ,19970728,Allocation--50% to 70% Equity,Allocation,A,No,19960626,INBBX,No,20060915,Merged,Invesco Balanced A,,"62,618,627.0000000000","131,252,838.0000000000",,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Morgan Stanley Income Builder B,Morgan Stanley,INBBX,FOUSA00KKG,19960626,Allocation--50% to 70% Equity,Allocation,B,Yes,19960626,INBBX,No,20060915,Merged,Invesco Balanced B,,"49,079,963.0000000000","131,252,838.0000000000",,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Morgan Stanley Income Builder C,Morgan Stanley,INBCX,FOUSA00H2A,19970728,Allocation--50% to 70% Equity,Allocation,C,No,19960626,INBBX,No,20060915,Merged,Invesco Balanced C,,"18,745,116.0000000000","131,252,838.0000000000",,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Morgan Stanley Income Builder D,Morgan Stanley,INBDX,FOUSA00HLH,19970728,Allocation--50% to 70% Equity,Allocation,D,No,19960626,INBBX,No,20060915,Merged,Invesco Balanced Y,,"809,132.0000000000","131,252,838.0000000000",,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
RiverSource California Tax-Exempt Y,Columbia,,FOUSA00CDY,19950320,Muni California Long,Municipal Bond,Inst,No,19860818,ICALX,No,20070608,Liquidated,,,"1,434.0000000000","131,132,493.0000000000",,4 Stars,,,BBgBarc Municipal TR USD,,,,,
Harris Insight Tax-Exempt Bond B,Virtus,,FOUSA02TI7,20010620,Muni National Interm,Municipal Bond,B,No,19960223,HXBIX,No,20041203,Merged,Virtus Newfleet Tax-Exempt Bond A,,"1,032,132.0000000000","130,766,878.2700000000",,,,,BBgBarc Municipal TR USD,,,,,
Virtus Tax-Exempt Bond N,Virtus,,FOUSA00IV7,19961002,Muni National Interm,Municipal Bond,N,No,19960223,HXBIX,No,20060626,Merged,Virtus Newfleet Tax-Exempt Bond A,,"26,028,633.0000000000","130,766,878.2700000000",,4 Stars,,,BBgBarc Municipal TR USD,,,,,
JHancock International A,John Hancock,,FOUSA00B80,19940103,Foreign Large Growth,International Equity,A,No,19860902,,No,20070525,Merged,JHancock International Core A,,"100,727,860.0000000000","130,723,715.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JHancock International B,John Hancock,,FOUSA00CWZ,19940103,Foreign Large Growth,International Equity,B,No,19860902,,No,20070525,Merged,JHancock International Core B,,"24,034,024.0000000000","130,723,715.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JHancock International C,John Hancock,,FOUSA00G8T,19980601,Foreign Large Growth,International Equity,C,No,19860902,,No,20070525,Merged,JHancock International Core C,,"5,786,985.0000000000","130,723,715.0000000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JHancock International I,John Hancock,,FOUSA02UR5,20020301,Foreign Large Growth,International Equity,Inst,No,19860902,,No,20070525,Merged,JHancock International Core I,,"174,846.0000000000","130,723,715.0000000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock European Equity A,John Hancock,,FOUSA00L1Y,19980302,Foreign Large Growth,International Equity,A,No,19860902,,No,20030512,Merged,JHancock International A,,"4,559,323.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock European Equity B,John Hancock,,FOUSA00K8L,19980601,Foreign Large Growth,International Equity,B,No,19860902,,No,20030512,Merged,JHancock International B,,"5,289,824.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock European Equity C,John Hancock,,FOUSA00HV3,19990301,Foreign Large Growth,International Equity,C,No,19860902,,No,20030512,Merged,JHancock International C,,"234,890.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock Global A,John Hancock,,FOUSA00D1O,19920103,Foreign Large Growth,International Equity,A,No,19860902,,No,20030512,Merged,JHancock International A,,"33,756,308.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock Global B,John Hancock,,FOUSA00CTO,19860902,Foreign Large Growth,International Equity,B,Yes,19860902,,No,20030512,Merged,JHancock International B,,"9,000,253.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
John Hancock Global C,John Hancock,,FOUSA00GH3,19990301,Foreign Large Growth,International Equity,C,No,19860902,,No,20030512,Merged,JHancock International C,,"628,337.0000000000","130,723,715.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Bishop Street HI Muni Bond Ret B,Bishop Street,,FOUSA00NF7,19950215,Muni Single State Interm,Municipal Bond,B,No,19950216,BSHIX,No,19970718,Merged,Bishop Street Hawaii Municipal Bd Instl,,"8,811,320.0000000000","130,413,097.1800000000",,,,,BBgBarc Municipal TR USD,,,,,
William Penn PA Tax-Free Income A,,,FOUSA00NXL,19871012,Muni Single State Interm,Municipal Bond,A,Yes,19871012,,No,19970530,Merged,Federated PA Municipal Income A,,"128,593,856.0000000000","130,080,000.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
William Penn PA Tax-Free Income C,,,FOUSA00OVM,19951115,Muni Single State Interm,Municipal Bond,C,No,19871012,,No,19970530,Merged,Federated PA Municipal Income A,,"1,486,144.0000000000","130,080,000.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Value A,Dreyfus Manager Funds I,DRSIX,FOUSA00C6G,19861016,Large Value,U.S. Equity,A,Yes,19861016,DRSIX,No,20070321,Merged,Dreyfus Strategic Value A,,"125,459,000.0000000000","129,982,000.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Premier Value B,Dreyfus Manager Funds I,DSTBX,FOUSA00C43,19930115,Large Value,U.S. Equity,B,No,19861016,DRSIX,No,20070321,Merged,Dreyfus Strategic Value B,,"3,213,000.0000000000","129,982,000.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Premier Value C,Dreyfus Manager Funds I,DPVCX,FOUSA00EG4,19950901,Large Value,U.S. Equity,C,No,19861016,DRSIX,No,20070321,Merged,Dreyfus Strategic Value C,,"1,109,000.0000000000","129,982,000.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Premier Value R,Dreyfus Manager Funds I,DPVRX,FOUSA00B84,19950901,Large Value,U.S. Equity,Retirement,No,19861016,DRSIX,No,20070321,Merged,Dreyfus Strategic Value I,,"48,000.0000000000","129,982,000.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Premier Value T,Dreyfus Manager Funds I,DTPVX,FOUSA00HVY,20000301,Large Value,U.S. Equity,T,No,19861016,DRSIX,No,20070321,Merged,Dreyfus Strategic Value T,,"153,000.0000000000","129,982,000.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Legg Mason Partners Mult Disc G ACG&V A,Legg Mason,SPGAX,FOUSA0061B,20000629,World Large Stock,International Equity,A,Yes,20000629,SPGAX,No,20070202,Merged,Legg Mason Cap Mgmt All Cap A,,"47,789,222.0000000000","129,969,031.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Legg Mason Partners Mult Disc G ACG&V B,Legg Mason,SPGGX,FOUSA008I4,20000629,World Large Stock,International Equity,B,No,20000629,SPGAX,No,20070202,Merged,Legg Mason Cap Mgmt All Cap B,,"27,844,815.0000000000","129,969,031.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Legg Mason Partners Mult Disc G ACG&V C,Legg Mason,SPGLX,FOUSA007E9,20000629,World Large Stock,International Equity,C,No,20000629,SPGAX,No,20070202,Merged,Legg Mason Cap Mgmt All Cap C,,"54,334,994.0000000000","129,969,031.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Legg Mason Partners Mult Disc G ACG&V I,Legg Mason,,FOUSA05B63,20041104,World Large Stock,International Equity,Inst,No,20000629,SPGAX,No,20060912,Liquidated,,,"49,215,041.0000000000","129,969,031.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
AIM Emerging Markets Debt A,Safeco Common Stock Trust,,FOUSA00MKJ,19921022,Emerging Markets Bond,Taxable Bond,A,Yes,19921022,,No,20000619,Merged,Invesco Developing Markets A,,"47,658,780.0000000000","129,948,939.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
AIM Emerging Markets Debt Adv,Safeco Common Stock Trust,,FOUSA00NHU,19950601,Emerging Markets Bond,Taxable Bond,Adv,No,19921022,,No,20000211,Merged,AIM Emerging Markets Debt A,,"557,694.0000000000","129,948,939.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
AIM Emerging Markets Debt B,Safeco Common Stock Trust,,FOUSA00MKU,19921022,Emerging Markets Bond,Taxable Bond,B,No,19921022,,No,20000619,Merged,Invesco Developing Markets B,,"81,964,001.0000000000","129,948,939.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
AIM Emerging Markets Debt C,Safeco Common Stock Trust,,FOUSA00OAK,19990301,Emerging Markets Bond,Taxable Bond,C,No,19921022,,No,20000619,Merged,Invesco Developing Markets C,,"326,158.0000000000","129,948,939.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
MSDW Mid-Cap Dividend Growth A,Morgan Stanley,,FOUSA00OIP,19980527,Mid-Cap Value,U.S. Equity,A,Yes,19980527,,No,20000724,Merged,Morgan Stanley Multi Cap Growth A,,"3,585,099.0000000000","129,895,636.0000000000",,,,,S&P 500 TR USD,,,,,
MSDW Mid-Cap Dividend Growth B,Morgan Stanley,,FOUSA00P1F,19980527,Mid-Cap Value,U.S. Equity,B,No,19980527,,No,20000724,Merged,Morgan Stanley Multi Cap Growth B,,"118,891,597.0000000000","129,895,636.0000000000",,,,,S&P 500 TR USD,,,,,
MSDW Mid-Cap Dividend Growth C,Morgan Stanley,,FOUSA00ONL,19980527,Mid-Cap Value,U.S. Equity,C,No,19980527,,No,20000724,Merged,Morgan Stanley Multi Cap Growth L,,"6,659,352.0000000000","129,895,636.0000000000",,,,,S&P 500 TR USD,,,,,
MSDW Mid-Cap Dividend Growth D,Morgan Stanley,,FOUSA00OHC,19980527,Mid-Cap Value,U.S. Equity,D,No,19980527,,No,20000724,Merged,Morgan Stanley Multi Cap Growth I,,"759,588.0000000000","129,895,636.0000000000",,,,,S&P 500 TR USD,,,,,
Strong Advisor U.S. Value L,Wells Fargo Funds,,FOUSA00P6C,20001130,Large Value,U.S. Equity,Other,No,19951229,SEQIX,No,20011231,Merged,Wells Fargo Advantage US Value A,,"192,822.0000000000","129,566,289.0000000000",,,,,S&P 500 TR USD,,,,,
Credit Suisse International A,Aberdeen,,FOUSA00F06,19950908,Foreign Large Blend,International Equity,A,Yes,19950908,,No,20030428,Merged,Credit Suisse Intl Focus A,,"6,740,035.0000000000","129,499,181.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse International B,Aberdeen,,FOUSA00K93,19950908,Foreign Large Blend,International Equity,B,No,19950908,,No,20030428,Merged,Credit Suisse International Focus B,,"1,482,283.0000000000","129,499,181.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse International C,Aberdeen,,FOUSA00IFM,20000228,Foreign Large Blend,International Equity,C,No,19950908,,No,20030428,Merged,Credit Suisse Intl Focus C,,"131,071.0000000000","129,499,181.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse International Comm,Aberdeen,,FOUSA00PFN,20000801,Foreign Large Blend,International Equity,Other,No,19950908,,No,20030428,Merged,Credit Suisse Intl Focus Common,,"101,661.0000000000","129,499,181.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Barclays Global Investors Asset Alloc,BlackRock,,FOUSA00B53,19930702,Allocation--50% to 70% Equity,Allocation,,Yes,19930702,,No,20040421,Liquidated,,,"129,258,095.0000000000","129,258,095.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Dreyfus CT Intermediate Muni Bond,Dreyfus,,FOUSA00C41,19920626,Muni Single State Interm,Municipal Bond,No Load,Yes,19920626,,No,20070530,Liquidated,,,"129,155,000.0000000000","129,155,000.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Synovus Intermediate Term Bond A,Acadian Funds,,FOUSA02VHG,20011119,Intermediate Core Bond,Taxable Bond,A,No,20011012,,No,20070504,Merged,Sentinel Government Securities A,,"1,210,000.0000000000","129,086,192.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,," -1.8120000000",0.7950000000,,
Synovus Intermediate Term Bond B,Acadian Funds,,FOUSA02VHF,20011107,Intermediate Core Bond,Taxable Bond,B,No,20011012,,No,20070504,Merged,Sentinel Government Securities A,,"720,836.0000000000","129,086,192.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,," -2.2940000000",0.7540000000,,
Synovus Intermediate Term Bond Instl,Acadian Funds,,FOUSA02VHH,20011012,Intermediate Core Bond,Taxable Bond,Inst,Yes,20011012,,No,20070504,Merged,Sentinel Government Securities I,,"127,155,356.0000000000","129,086,192.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -1.4990000000",0.7950000000,,
Boston 1784 Short-Term Income,Boston 1784 Funds,,FOUSA00M1V,19940701,Short-Term Bond,Taxable Bond,,Yes,19940701,,No,20000619,Merged,Galaxy Short-Term Bond Tr,,"129,035,415.0000000000","129,035,415.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.3180000000",0.3900000000,,
Atlas S&P 500 Index,Atlas Fund,,FOUSA00PEG,20000816,Large Blend,U.S. Equity,No Load,Yes,20000816,,Yes,20070518,Merged,Wells Fargo Index A,,"128,739,502.0000000000","128,739,502.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
SG Cowen Large Cap Value B,TCW,,FOUSA00K5Q,19980113,Large Value,U.S. Equity,B,No,19971231,TGDVX,No,20011217,Merged,TCW Relative Value Large Cap N,,"102,204.0000000000","128,643,405.8400000000",,,,,S&P 500 TR USD,,,,,
SG Cowen Large Cap Value I,TCW,,FOUSA00I00,19980113,Large Value,U.S. Equity,C,No,19971231,TGDVX,No,20011217,Merged,TCW Relative Value Large Cap N,,"529,892.0000000000","128,643,405.8400000000",,,,,S&P 500 TR USD,,,,,
JP Morgan U.S. Treasury Income A,JPMorgan,,FOUSA00FVL,19870908,Intermediate Government,Taxable Bond,A,Yes,19870908,,No,20050218,Merged,JPMorgan Government Bond A,,"42,951,048.0000000000","128,550,965.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -2.2410000000",1.2700000000,,
JP Morgan U.S. Treasury Income B,JPMorgan,,FOUSA00DQP,19931104,Intermediate Government,Taxable Bond,B,No,19870908,,No,20050218,Merged,JPMorgan Government Bond B,,"12,210,704.0000000000","128,550,965.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -3.0920000000",1.2680000000,,
JP Morgan U.S. Treasury Income S,JPMorgan,,FOUSA02SLP,20010216,Intermediate Government,Taxable Bond,S,No,19870908,,No,20050218,Merged,JPMorgan Government Bond I,,"73,389,213.0000000000","128,550,965.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -2.0190000000",1.2700000000,,
Excelsior Total Return Bond Instl,Columbia,EXTBX,FOUSA00EC3,19950119,Intermediate Core Bond,Taxable Bond,Inst,Yes,19950119,EXTBX,No,20060928,Merged,Excelsior Core Bond Inst,,"128,456,460.0000000000","128,456,460.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.2070000000",1.1160000000,,
Smith Barney Shearson Growth & Opp A,,,FOUSA00MFL,19921110,Mid-Cap Value,U.S. Equity,A,No,,,No,19940121,Merged,ClearBridge All Cap Value A,,"3,100,000.0000000000","128,400,000.0000000000",,,,,S&P 500 TR USD,,,,,
Smith Barney Shearson Growth & Opp B,,,FOUSA00NK4,19860303,Mid-Cap Value,U.S. Equity,B,No,,,No,19940121,Merged,ClearBridge All Cap Value B,,"125,300,000.0000000000","128,400,000.0000000000",,,,,S&P 500 TR USD,,,,,
Mercantily LTD Maturity Bond B,PNC Funds,,FOUSA04ASA,20021231,Short-Term Bond,Taxable Bond,B,No,19910314,PFXIX,No,20040614,Liquidated,,,"188,468.0000000000","128,352,098.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
American Century Target Mat 2000 Adv,American Century Investments,,FOUSA00KI4,19980820,Short Government,Taxable Bond,,No,19850325,,No,20001215,Liquidated,,,"1,332,963.0000000000","128,204,116.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
American Century Target Mat 2000 Inv,American Century Investments,,FOUSA00BED,19850325,Short Government,Taxable Bond,,Yes,19850325,,No,20001215,Liquidated,,,"126,871,153.0000000000","128,204,116.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.7950000000",0.1570000000,,
Oppenheimer Regency,OppenheimerFunds,,FOUSA00N6U,19821230,,,,Yes,19821230,,No,19910621,Merged,Oppenheimer Capital Appreciation A,,"128,200,000.0000000000","128,200,000.0000000000",,,,,,,,,,
Dreyfus Index,Dreyfus,,FOUSA00M7U,19870605,Large Blend,U.S. Equity,,Yes,19870605,,Yes,19930510,Merged,Dreyfus S&P 500 Index,,"128,114,000.0000000000","128,114,000.0000000000",,,,,S&P 500 TR USD,,,,,
